==60546== NVPROF is profiling process 60546, command: python train.py --img 416 --batch 4 --epochs 20 --data bccd.yaml --weights yolov3-tiny.pt
Using torch 1.7.0 CUDA:0 (Tesla P40, 22919MB)
Namespace(adam=False, batch_size=4, bucket='', cache_images=False, cfg='', data='./data/bccd.yaml', device='', epochs=20, evolve=False, exist_ok=False, global_rank=-1, hyp='data/hyp.scratch.yaml', image_weights=False, img_size=[416, 416], local_rank=-1, log_imgs=16, multi_scale=False, name='exp', noautoanchor=False, nosave=False, notest=False, project='runs/train', rect=False, resume=False, save_dir='runs/train/exp29', single_cls=False, sync_bn=False, total_batch_size=4, weights='yolov3-tiny.pt', workers=8, world_size=1)
Start Tensorboard with "tensorboard --logdir runs/train", view at http://localhost:6006/
Hyperparameters {'lr0': 0.01, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0}
Overriding model.yaml nc=80 with nc=3
                 from  n    params  module                                  arguments                     
  0                -1  1       464  models.common.Conv                      [3, 16, 3, 1]                 
  1                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  2                -1  1      4672  models.common.Conv                      [16, 32, 3, 1]                
  3                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  4                -1  1     18560  models.common.Conv                      [32, 64, 3, 1]                
  5                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  6                -1  1     73984  models.common.Conv                      [64, 128, 3, 1]               
  7                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
  8                -1  1    295424  models.common.Conv                      [128, 256, 3, 1]              
  9                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 2, 0]                     
 10                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 11                -1  1         0  torch.nn.modules.padding.ZeroPad2d      [[0, 1, 0, 1]]                
 12                -1  1         0  torch.nn.modules.pooling.MaxPool2d      [2, 1, 0]                     
 13                -1  1   4720640  models.common.Conv                      [512, 1024, 3, 1]             
 14                -1  1    262656  models.common.Conv                      [1024, 256, 1, 1]             
 15                -1  1   1180672  models.common.Conv                      [256, 512, 3, 1]              
 16                -2  1     33024  models.common.Conv                      [256, 128, 1, 1]              
 17                -1  1         0  torch.nn.modules.upsampling.Upsample    [None, 2, 'nearest']          
 18           [-1, 8]  1         0  models.common.Concat                    [1]                           
 19                -1  1    885248  models.common.Conv                      [384, 256, 3, 1]              
 20          [19, 15]  1     18480  models.yolo.Detect                      [3, [[10, 14, 23, 27, 37, 58], [81, 82, 135, 169, 344, 319]], [256, 512]]
Model Summary: 59 layers, 8674496 parameters, 8674496 gradients
Transferred 68/72 items from yolov3-tiny.pt
Optimizer groups: 13 .bias, 13 conv.weight, 11 other
Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:00<?, ?it/s]
Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s][A
Scanning 'BCCD/labels/valid.cache' for images and labels... 73 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 73/73 [00:00<?, ?it/s]
Scanning 'BCCD/labels/train.cache' for images and labels... 255 found, 0 missing, 0 empty, 0 corrupted: 100%|██████████| 255/255 [00:01<?, ?it/s]
Image sizes 416 train, 416 test
Using 4 dataloader workers
Logging results to runs/train/exp29
Starting training for 20 epochs...
     Epoch   gpu_mem       box       obj       cls     total   targets  img_size
  0%|          | 0/64 [00:00<?, ?it/s]
      0/19    0.587G     0.115    0.2764   0.03565     0.427        73       416:   0%|          | 0/64 [00:00<?, ?it/s]
     14/19     0.56G    0.0591    0.4123  0.006964    0.4784        73       416:  11%|█         | 7/64 [00:01<00:08,  6.92it/s]
     14/19     0.56G    0.0591    0.4123  0.006964    0.4784        73       416:  12%|█▎        | 8/64 [00:01<00:07,  7.03it/s]
     14/19     0.56G   0.05905    0.4139  0.006764    0.4797        97       416:  12%|█▎        | 8/64 [00:01<00:07,  7.03it/s]
     14/19     0.56G   0.05905    0.4139  0.006764    0.4797        97       416:  14%|█▍        | 9/64 [00:01<00:07,  6.99it/s]
     14/19     0.56G   0.05912    0.4054   0.00676    0.4713        73       416:  14%|█▍        | 9/64 [00:01<00:07,  6.99it/s]
     14/19     0.56G   0.05912    0.4054   0.00676    0.4713        73       416:  16%|█▌        | 10/64 [00:01<00:07,  7.02it/s]
     14/19     0.56G   0.05963    0.3916  0.006927    0.4581        54       416:  16%|█▌        | 10/64 [00:01<00:07,  7.02it/s]
     14/19     0.56G   0.05963    0.3916  0.006927    0.4581        54       416:  17%|█▋        | 11/64 [00:01<00:07,  7.06it/s]
     14/19     0.56G   0.05943    0.3889  0.007126    0.4555        76       416:  17%|█▋        | 11/64 [00:01<00:07,  7.06it/s]
     14/19     0.56G   0.05943    0.3889  0.007126    0.4555        76       416:  19%|█▉        | 12/64 [00:01<00:07,  7.08it/s]
     14/19     0.56G   0.05936    0.3776  0.007088     0.444        48       416:  19%|█▉        | 12/64 [00:01<00:07,  7.08it/s]
     14/19     0.56G   0.05936    0.3776  0.007088     0.444        48       416:  20%|██        | 13/64 [00:01<00:07,  7.02it/s]
     14/19     0.56G   0.05936      0.37  0.007074    0.4365        57       416:  20%|██        | 13/64 [00:02<00:07,  7.02it/s]
     14/19     0.56G   0.05936      0.37  0.007074    0.4365        57       416:  22%|██▏       | 14/64 [00:02<00:07,  7.07it/s]
     14/19     0.56G   0.05927    0.3739   0.00702    0.4402       109       416:  22%|██▏       | 14/64 [00:02<00:07,  7.07it/s]
     14/19     0.56G   0.05927    0.3739   0.00702    0.4402       109       416:  23%|██▎       | 15/64 [00:02<00:07,  6.93it/s]
     14/19     0.56G   0.05935    0.3779   0.00711    0.4443       101       416:  23%|██▎       | 15/64 [00:02<00:07,  6.93it/s]
     14/19     0.56G   0.05935    0.3779   0.00711    0.4443       101       416:  25%|██▌       | 16/64 [00:02<00:06,  6.94it/s]
     14/19     0.56G   0.05915    0.3797  0.007175     0.446        87       416:  25%|██▌       | 16/64 [00:02<00:06,  6.94it/s]
     14/19     0.56G   0.05915    0.3797  0.007175     0.446        87       416:  27%|██▋       | 17/64 [00:02<00:06,  6.95it/s]
     14/19     0.56G   0.05933    0.3764  0.007242     0.443        76       416:  27%|██▋       | 17/64 [00:02<00:06,  6.95it/s]
     14/19     0.56G   0.05933    0.3764  0.007242     0.443        76       416:  28%|██▊       | 18/64 [00:02<00:06,  6.99it/s]
     14/19     0.56G   0.05912    0.3723  0.007232    0.4386        66       416:  28%|██▊       | 18/64 [00:02<00:06,  6.99it/s]
     14/19     0.56G   0.05912    0.3723  0.007232    0.4386        66       416:  30%|██▉       | 19/64 [00:02<00:06,  7.05it/s]
     14/19     0.56G   0.05903    0.3794  0.007229    0.4456       122       416:  30%|██▉       | 19/64 [00:02<00:06,  7.05it/s]
     14/19     0.56G   0.05903    0.3794  0.007229    0.4456       122       416:  31%|███▏      | 20/64 [00:02<00:06,  6.37it/s]
     14/19     0.56G   0.05944     0.381  0.007247    0.4477       101       416:  31%|███▏      | 20/64 [00:03<00:06,  6.37it/s]
     14/19     0.56G   0.05944     0.381  0.007247    0.4477       101       416:  33%|███▎      | 21/64 [00:03<00:06,  6.59it/s]
     14/19     0.56G   0.06017    0.3835  0.007312     0.451       115       416:  33%|███▎      | 21/64 [00:03<00:06,  6.59it/s]
     14/19     0.56G   0.06017    0.3835  0.007312     0.451       115       416:  34%|███▍      | 22/64 [00:03<00:06,  6.66it/s]
     14/19     0.56G      0.06     0.381  0.007209    0.4482        65       416:  34%|███▍      | 22/64 [00:03<00:06,  6.66it/s]
     14/19     0.56G      0.06     0.381  0.007209    0.4482        65       416:  36%|███▌      | 23/64 [00:03<00:06,  6.82it/s]
     14/19     0.56G   0.06001    0.3784  0.007233    0.4456        63       416:  36%|███▌      | 23/64 [00:03<00:06,  6.82it/s]
     14/19     0.56G   0.06001    0.3784  0.007233    0.4456        63       416:  38%|███▊      | 24/64 [00:03<00:05,  6.90it/s]
     14/19     0.56G   0.05996     0.375  0.007239    0.4422        71       416:  38%|███▊      | 24/64 [00:03<00:05,  6.90it/s]
     14/19     0.56G   0.05996     0.375  0.007239    0.4422        71       416:  39%|███▉      | 25/64 [00:03<00:05,  6.96it/s]
     14/19     0.56G   0.06019    0.3783  0.007198    0.4457       111       416:  39%|███▉      | 25/64 [00:03<00:05,  6.96it/s]
     14/19     0.56G   0.06019    0.3783  0.007198    0.4457       111       416:  41%|████      | 26/64 [00:03<00:05,  6.82it/s]
     14/19     0.56G   0.06009    0.3783  0.007162    0.4456        89       416:  41%|████      | 26/64 [00:03<00:05,  6.82it/s]
     14/19     0.56G   0.06009    0.3783  0.007162    0.4456        89       416:  42%|████▏     | 27/64 [00:03<00:05,  6.97it/s]
     14/19     0.56G    0.0599     0.375  0.007098     0.442        61       416:  42%|████▏     | 27/64 [00:04<00:05,  6.97it/s]
     14/19     0.56G    0.0599     0.375  0.007098     0.442        61       416:  44%|████▍     | 28/64 [00:04<00:05,  6.79it/s]
     14/19     0.56G   0.06008    0.3742   0.00708    0.4413        91       416:  44%|████▍     | 28/64 [00:04<00:05,  6.79it/s]
     14/19     0.56G   0.06008    0.3742   0.00708    0.4413        91       416:  45%|████▌     | 29/64 [00:04<00:05,  6.76it/s]
     14/19     0.56G   0.06006     0.373   0.00707    0.4401        88       416:  45%|████▌     | 29/64 [00:04<00:05,  6.76it/s]
     14/19     0.56G   0.06006     0.373   0.00707    0.4401        88       416:  47%|████▋     | 30/64 [00:04<00:05,  6.52it/s]
     14/19     0.56G   0.06009    0.3711  0.007046    0.4382        79       416:  47%|████▋     | 30/64 [00:04<00:05,  6.52it/s]
     14/19     0.56G   0.06009    0.3711  0.007046    0.4382        79       416:  48%|████▊     | 31/64 [00:04<00:05,  6.46it/s]
     14/19     0.56G   0.05986    0.3671  0.007041     0.434        53       416:  48%|████▊     | 31/64 [00:04<00:05,  6.46it/s]
     14/19     0.56G   0.05986    0.3671  0.007041     0.434        53       416:  50%|█████     | 32/64 [00:04<00:05,  6.29it/s]
     14/19     0.56G   0.06011    0.3716  0.007064    0.4388       111       416:  50%|█████     | 32/64 [00:04<00:05,  6.29it/s]
     14/19     0.56G   0.06011    0.3716  0.007064    0.4388       111       416:  52%|█████▏    | 33/64 [00:04<00:04,  6.43it/s]
     14/19     0.56G    0.0601    0.3709  0.007103    0.4381        86       416:  52%|█████▏    | 33/64 [00:05<00:04,  6.43it/s]
     14/19     0.56G    0.0601    0.3709  0.007103    0.4381        86       416:  53%|█████▎    | 34/64 [00:05<00:04,  6.47it/s]
     14/19     0.56G   0.06009    0.3702  0.007043    0.4373        76       416:  53%|█████▎    | 34/64 [00:05<00:04,  6.47it/s]
     14/19     0.56G   0.06009    0.3702  0.007043    0.4373        76       416:  55%|█████▍    | 35/64 [00:05<00:04,  6.00it/s]
     14/19     0.56G   0.05974    0.3692  0.007052     0.436        62       416:  55%|█████▍    | 35/64 [00:05<00:04,  6.00it/s]
     14/19     0.56G   0.05974    0.3692  0.007052     0.436        62       416:  56%|█████▋    | 36/64 [00:05<00:04,  6.34it/s]
     14/19     0.56G   0.05947      0.37  0.007055    0.4365        90       416:  56%|█████▋    | 36/64 [00:05<00:04,  6.34it/s]
     14/19     0.56G   0.05947      0.37  0.007055    0.4365        90       416:  58%|█████▊    | 37/64 [00:05<00:04,  6.59it/s]
     14/19     0.56G   0.05911    0.3697  0.007065    0.4359        79       416:  58%|█████▊    | 37/64 [00:05<00:04,  6.59it/s]
     14/19     0.56G   0.05911    0.3697  0.007065    0.4359        79       416:  59%|█████▉    | 38/64 [00:05<00:03,  6.78it/s]
     14/19     0.56G   0.05887    0.3729  0.007106    0.4389       107       416:  59%|█████▉    | 38/64 [00:05<00:03,  6.78it/s]
     14/19     0.56G   0.05887    0.3729  0.007106    0.4389       107       416:  61%|██████    | 39/64 [00:05<00:03,  6.72it/s]
     14/19     0.56G   0.05874    0.3769  0.007113    0.4428       121       416:  61%|██████    | 39/64 [00:05<00:03,  6.72it/s]
     14/19     0.56G   0.05874    0.3769  0.007113    0.4428       121       416:  62%|██████▎   | 40/64 [00:05<00:03,  6.87it/s]
     14/19     0.56G   0.05842    0.3755  0.007125     0.441        70       416:  62%|██████▎   | 40/64 [00:06<00:03,  6.87it/s]
     14/19     0.56G   0.05842    0.3755  0.007125     0.441        70       416:  64%|██████▍   | 41/64 [00:06<00:03,  6.94it/s]
     14/19     0.56G   0.05808    0.3727  0.007139    0.4379        44       416:  64%|██████▍   | 41/64 [00:06<00:03,  6.94it/s]
     14/19     0.56G   0.05808    0.3727  0.007139    0.4379        44       416:  66%|██████▌   | 42/64 [00:06<00:03,  6.93it/s]
     14/19     0.56G   0.05778    0.3712  0.007156    0.4362        62       416:  66%|██████▌   | 42/64 [00:06<00:03,  6.93it/s]
     14/19     0.56G   0.05778    0.3712  0.007156    0.4362        62       416:  67%|██████▋   | 43/64 [00:06<00:03,  6.94it/s]
     14/19     0.56G   0.05783    0.3752  0.007146    0.4401       126       416:  67%|██████▋   | 43/64 [00:06<00:03,  6.94it/s]
     14/19     0.56G   0.05783    0.3752  0.007146    0.4401       126       416:  69%|██████▉   | 44/64 [00:06<00:02,  6.82it/s]
     14/19     0.56G   0.05763    0.3775  0.007125    0.4422       113       416:  69%|██████▉   | 44/64 [00:06<00:02,  6.82it/s]
     14/19     0.56G   0.05763    0.3775  0.007125    0.4422       113       416:  70%|███████   | 45/64 [00:06<00:02,  6.86it/s]
     14/19     0.56G   0.05746    0.3764  0.007182    0.4411        71       416:  70%|███████   | 45/64 [00:06<00:02,  6.86it/s]
     14/19     0.56G   0.05746    0.3764  0.007182    0.4411        71       416:  72%|███████▏  | 46/64 [00:06<00:02,  6.93it/s]
     14/19     0.56G   0.05722    0.3746  0.007162     0.439        56       416:  72%|███████▏  | 46/64 [00:06<00:02,  6.93it/s]
     14/19     0.56G   0.05722    0.3746  0.007162     0.439        56       416:  73%|███████▎  | 47/64 [00:06<00:02,  6.90it/s]
     14/19     0.56G    0.0569    0.3745  0.007106    0.4385        84       416:  73%|███████▎  | 47/64 [00:07<00:02,  6.90it/s]
     14/19     0.56G    0.0569    0.3745  0.007106    0.4385        84       416:  75%|███████▌  | 48/64 [00:07<00:02,  7.01it/s]
     14/19     0.56G   0.05675    0.3748  0.007117    0.4387        88       416:  75%|███████▌  | 48/64 [00:07<00:02,  7.01it/s]
     14/19     0.56G   0.05675    0.3748  0.007117    0.4387        88       416:  77%|███████▋  | 49/64 [00:07<00:02,  6.99it/s]
     14/19     0.56G   0.05675    0.3796  0.007118    0.4435       145       416:  77%|███████▋  | 49/64 [00:07<00:02,  6.99it/s]
     14/19     0.56G   0.05675    0.3796  0.007118    0.4435       145       416:  78%|███████▊  | 50/64 [00:07<00:02,  6.45it/s]
     14/19     0.56G   0.05653    0.3791  0.007094    0.4427        84       416:  78%|███████▊  | 50/64 [00:07<00:02,  6.45it/s]
     14/19     0.56G   0.05653    0.3791  0.007094    0.4427        84       416:  80%|███████▉  | 51/64 [00:07<00:01,  6.71it/s]
     14/19     0.56G   0.05647    0.3804  0.007102     0.444       104       416:  80%|███████▉  | 51/64 [00:07<00:01,  6.71it/s]
     14/19     0.56G   0.05647    0.3804  0.007102     0.444       104       416:  81%|████████▏ | 52/64 [00:07<00:01,  6.83it/s]
     14/19     0.56G    0.0563    0.3791  0.007106    0.4425        72       416:  81%|████████▏ | 52/64 [00:07<00:01,  6.83it/s]
     14/19     0.56G    0.0563    0.3791  0.007106    0.4425        72       416:  83%|████████▎ | 53/64 [00:07<00:01,  6.88it/s]
     14/19     0.56G   0.05606    0.3772  0.007071    0.4403        59       416:  83%|████████▎ | 53/64 [00:07<00:01,  6.88it/s]
     14/19     0.56G   0.05606    0.3772  0.007071    0.4403        59       416:  84%|████████▍ | 54/64 [00:07<00:01,  6.89it/s]
     14/19     0.56G   0.05594    0.3768   0.00708    0.4398        86       416:  84%|████████▍ | 54/64 [00:08<00:01,  6.89it/s]
     14/19     0.56G   0.05594    0.3768   0.00708    0.4398        86       416:  86%|████████▌ | 55/64 [00:08<00:01,  6.86it/s]
     14/19     0.56G   0.05578    0.3783  0.007068    0.4411        98       416:  86%|████████▌ | 55/64 [00:08<00:01,  6.86it/s]
     14/19     0.56G   0.05578    0.3783  0.007068    0.4411        98       416:  88%|████████▊ | 56/64 [00:08<00:01,  6.79it/s]
     14/19     0.56G   0.05564     0.378   0.00707    0.4407        85       416:  88%|████████▊ | 56/64 [00:08<00:01,  6.79it/s]
     14/19     0.56G   0.05564     0.378   0.00707    0.4407        85       416:  89%|████████▉ | 57/64 [00:08<00:00,  7.12it/s]
     14/19     0.56G   0.05547    0.3773  0.007056    0.4399        73       416:  89%|████████▉ | 57/64 [00:08<00:00,  7.12it/s]
     14/19     0.56G   0.05547    0.3773  0.007056    0.4399        73       416:  91%|█████████ | 58/64 [00:08<00:00,  7.13it/s]
     14/19     0.56G   0.05526    0.3756  0.007046    0.4379        60       416:  91%|█████████ | 58/64 [00:08<00:00,  7.13it/s]
     14/19     0.56G   0.05526    0.3756  0.007046    0.4379        60       416:  92%|█████████▏| 59/64 [00:08<00:00,  7.11it/s]
     14/19     0.56G   0.05505     0.375  0.007045    0.4371        73       416:  92%|█████████▏| 59/64 [00:08<00:00,  7.11it/s]
     14/19     0.56G   0.05505     0.375  0.007045    0.4371        73       416:  94%|█████████▍| 60/64 [00:08<00:00,  7.05it/s]
     14/19     0.56G   0.05491    0.3747  0.007032    0.4366        80       416:  94%|█████████▍| 60/64 [00:08<00:00,  7.05it/s]
     14/19     0.56G   0.05491    0.3747  0.007032    0.4366        80       416:  95%|█████████▌| 61/64 [00:08<00:00,  7.09it/s]
     14/19     0.56G   0.05486    0.3741  0.007051     0.436        66       416:  95%|█████████▌| 61/64 [00:09<00:00,  7.09it/s]
     14/19     0.56G   0.05486    0.3741  0.007051     0.436        66       416:  97%|█████████▋| 62/64 [00:09<00:00,  7.08it/s]
     14/19     0.56G   0.05475    0.3743  0.007033    0.4361        95       416:  97%|█████████▋| 62/64 [00:09<00:00,  7.08it/s]
     14/19     0.56G   0.05475    0.3743  0.007033    0.4361        95       416:  98%|█████████▊| 63/64 [00:09<00:00,  7.03it/s]
     14/19     0.56G   0.05462    0.3722  0.007064    0.4339        36       416:  98%|█████████▊| 63/64 [00:09<00:00,  7.03it/s]
     14/19     0.56G   0.05462    0.3722  0.007064    0.4339        36       416: 100%|██████████| 64/64 [00:09<00:00,  7.05it/s]
     14/19     0.56G   0.05462    0.3722  0.007064    0.4339        36       416: 100%|██████████| 64/64 [00:09<00:00,  6.84it/s]

               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   0%|          | 0/19 [00:00<?, ?it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:   5%|▌         | 1/19 [00:00<00:03,  5.88it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  11%|█         | 2/19 [00:00<00:03,  5.63it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  16%|█▌        | 3/19 [00:00<00:02,  6.04it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  21%|██        | 4/19 [00:00<00:02,  5.62it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  26%|██▋       | 5/19 [00:00<00:02,  5.73it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  32%|███▏      | 6/19 [00:01<00:02,  5.53it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  37%|███▋      | 7/19 [00:01<00:02,  5.53it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  42%|████▏     | 8/19 [00:01<00:02,  5.46it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  47%|████▋     | 9/19 [00:01<00:01,  5.45it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  53%|█████▎    | 10/19 [00:01<00:01,  5.55it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  58%|█████▊    | 11/19 [00:01<00:01,  5.65it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  63%|██████▎   | 12/19 [00:02<00:01,  5.67it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  68%|██████▊   | 13/19 [00:02<00:01,  5.45it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  74%|███████▎  | 14/19 [00:02<00:00,  5.39it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  79%|███████▉  | 15/19 [00:02<00:00,  5.55it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  84%|████████▍ | 16/19 [00:02<00:00,  5.82it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  89%|████████▉ | 17/19 [00:03<00:00,  5.90it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95:  95%|█████████▍| 18/19 [00:03<00:00,  5.68it/s]
               Class      Images     Targets           P           R      mAP@.5  mAP@.5:.95: 100%|██████████| 19/19 [00:03<00:00,  5.75it/s]

     Epoch   gpu_mem       box       obj       cls     total   targets  img_size

